time,RTT_ms_mean,packet_loss_rate_pct,retrans_segs_per_sec,conn_fail_rate_server,listen_drops_per_sec,Recv-Q_Bytes_max,Send-Q_Bytes_max,run_queue_len_cpu0,cwnd_min,ssthresh_min,nic_usage_pct,total_packets_per_sec,used_MB,available_MB,total_mem_events_per_sec,cpu_throttle_per_sec,softirq_net_rx_per_sec,softirq_net_tx_per_sec,iostat_r_await,iostat_aqu_sz,Label
12:07:03,0.0,0.0,0.0,0,0.0,0.0,0.0,14,0.0,0.0,0.0,0.0,1730.0,6162.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12:07:04,0.0,100.0,7.0,0,0.0,0.0,0.0,3,0.0,0.0,0.0,7.0,1875.0,6018.0,5857.0,0.0,1.0,0.0,0.0,0.0,0
12:07:05,0.0,100.0,7.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,7.0,1892.0,6001.0,3329.0,0.0,0.0,0.0,0.0,0.0,0
12:07:06,0.0,100.0,7.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,7.0,1909.0,5983.0,3482.0,0.0,1.0,0.0,0.0,0.0,0
12:07:07,0.0,100.0,7.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,7.0,1917.0,5975.0,5588.0,0.0,0.0,0.0,0.0,0.0,0
12:07:08,0.0,0.13172560543114803,13.0,0,0.0,10373.0,10386.0,11,10.0,61440.0,1.0819528,9869.0,1926.0,5966.0,8022.0,0.0,8414.0,0.0,0.0,0.0,0
12:07:09,0.0,0.08117337513295639,29.0,0,0.0,0.0,0.0,7,0.0,0.0,10.916908,35726.0,1931.0,5961.0,11360.0,0.0,25685.0,0.0,0.0,0.0,0
12:07:10,0.0,0.07280480511713773,28.0,0,0.0,10378.0,862.0,9,10.0,61440.0,11.0482032,38459.0,1937.0,5956.0,12044.0,0.0,27844.0,0.0,0.0,0.0,0
12:07:11,0.0,0.07327858496525584,29.0,0,0.0,862.0,862.0,8,10.0,61440.0,10.226443999999999,39575.0,1935.0,5958.0,7277.0,0.0,26849.0,0.0,0.0,0.0,0
12:07:12,0.0,0.08420921311168637,27.0,0,0.0,0.0,0.0,6,0.0,0.0,8.2501152,32063.0,0.0,0.0,11624.0,0.0,34188.0,0.0,0.0,0.0,0
12:07:13,0.0,0.04152418172936004,17.0,0,0.0,10381.0,10383.0,8,10.0,61440.0,12.6138104,40940.0,1960.0,5933.0,11406.0,0.0,0.0,0.0,0.0,0.0,0
12:07:14,0.0,0.06482561908466226,25.0,0,0.0,10380.0,10378.0,3,10.0,61440.0,9.235235999999999,38565.0,1974.0,5919.0,10253.0,0.0,23861.0,0.0,0.0,0.0,0
12:07:15,0.0,0.05098891661970319,19.0,0,0.0,0.0,0.0,5,0.0,0.0,10.4098928,37263.0,1974.0,5918.0,0.0,0.0,29372.0,0.0,0.0,0.0,0
12:07:16,0.0,0.06225606398007806,26.0,0,0.0,862.0,862.0,5,10.0,61440.0,13.582227999999999,41763.0,1974.0,5918.0,21396.0,0.0,38782.0,0.0,0.0,0.0,0
12:07:17,0.0,0.04331312054374625,13.0,0,0.0,862.0,862.0,9,10.0,61440.0,6.1334728,30014.0,1974.0,5918.0,10943.0,0.0,13835.0,0.0,0.0,0.0,0
12:07:18,0.0,0.055791896227073014,16.0,0,0.0,862.0,862.0,9,10.0,61440.0,8.9969544,28678.0,1974.0,5918.0,10406.0,0.0,30263.0,0.0,0.0,0.0,0
12:07:19,0.0,0.03320259810330158,16.0,0,0.0,862.0,10378.0,4,10.0,61440.0,12.2967128,48189.0,1974.0,5919.0,8882.0,0.0,34947.0,0.0,0.0,0.0,0
12:07:20,0.0,0.08533636751528943,24.0,0,0.0,0.0,0.0,7,0.0,0.0,7.3607792000000005,28124.0,1976.0,5917.0,10449.0,0.0,20610.0,0.0,0.0,0.0,0
12:07:21,29.946378720492696,0.07338049252986585,25.0,0,0.0,10380.0,10380.0,10,10.0,61440.0,11.2339296,34069.0,1977.0,5916.0,10559.0,0.0,26191.0,0.0,0.0,0.0,0
12:07:22,26.386502021952623,0.045891653976929014,22.0,0,0.0,862.0,862.0,9,10.0,61440.0,11.9823664,47939.0,1974.0,5918.0,13640.0,0.0,35703.0,0.0,0.0,0.0,0
12:07:23,39.27910560344826,0.07872207826286613,24.0,0,0.0,862.0,862.0,8,10.0,61440.0,9.259051999999999,30487.0,1966.0,5927.0,5345.0,0.0,21474.0,0.0,0.0,0.0,0
12:07:24,29.087116744266243,0.04551539491298528,17.0,0,0.0,0.0,0.0,7,0.0,0.0,9.679752,37350.0,1966.0,5927.0,12085.0,0.0,29784.0,0.0,0.0,0.0,0
12:07:25,25.958101132473015,0.055659143405782985,20.0,0,0.0,862.0,862.0,4,10.0,61440.0,9.4841088,35933.0,0.0,0.0,11512.0,0.0,0.0,0.0,0.0,0.0,0
12:07:26,34.75424031590822,0.04236809400067789,15.0,0,0.0,862.0,862.0,5,10.0,61440.0,11.882856799999999,35404.0,1965.0,5928.0,8414.0,0.0,37927.0,0.0,0.0,0.0,0
12:07:27,35.07893603273741,0.04373496610540127,16.0,0,0.0,10381.0,10382.0,7,10.0,61440.0,9.5572176,36584.0,1965.0,5928.0,8866.0,0.0,26930.0,0.0,0.0,0.0,0
12:07:28,31.909009066327343,0.08426143024618991,23.0,0,0.0,0.0,0.0,4,0.0,0.0,6.2988007999999995,27296.0,1956.0,5936.0,10280.0,0.0,16521.0,0.0,0.0,0.0,0
12:07:29,40.062076010544935,0.048185437853465546,19.0,0,0.0,862.0,862.0,9,10.0,61440.0,12.4641536,39431.0,1954.0,5939.0,9381.0,0.0,34601.0,0.0,0.0,0.0,0
12:07:30,18.928942327931,0.0,0.0,0,0.0,0.0,0.0,5,0.0,0.0,9.5163832,42542.0,1955.0,5938.0,10503.0,0.0,39795.0,0.0,0.0,0.0,0
12:07:31,23.719759725400433,0.0,0.0,0,0.0,862.0,862.0,5,10.0,61440.0,14.513406400000001,0.0,0.0,0.0,13278.0,0.0,35392.0,0.0,0.0,0.0,0
12:07:32,34.13382911392399,0.04636511161718782,34.0,0,0.0,10378.0,862.0,7,10.0,61440.0,7.827412799999999,73331.0,1955.0,5937.0,6918.0,0.0,22344.0,0.0,0.0,0.0,0
12:07:33,20.941436668594555,0.029418494426829665,18.0,0,0.0,862.0,862.0,6,10.0,61440.0,14.787396,61186.0,1956.0,5937.0,12869.0,0.0,39098.0,0.0,0.0,0.0,0
12:07:34,20.38306181655878,0.020412329046744233,11.0,0,0.0,862.0,862.0,7,10.0,61440.0,14.4898568,53889.0,1955.0,5937.0,14540.0,0.0,0.0,0.0,0.0,0.0,0
12:07:35,22.214202108324212,0.050445942128415196,25.0,0,0.0,0.0,0.0,6,0.0,0.0,13.4933272,49558.0,1956.0,5936.0,13817.0,0.0,42050.0,0.0,0.0,0.0,0
12:07:36,22.24391420261753,0.0,0.0,0,0.0,862.0,862.0,7,10.0,61440.0,13.381452799999998,46736.0,1957.0,5935.0,12925.0,0.0,35474.0,0.0,0.0,0.0,0
12:07:37,21.212740027829255,0.07847791133910115,41.0,0,0.0,862.0,862.0,8,10.0,61440.0,13.925435199999999,52244.0,1957.0,5936.0,14178.0,0.0,35928.0,0.0,0.0,0.0,0
12:07:38,22.880380190094957,0.056042293250639814,30.0,0,0.0,862.0,862.0,6,10.0,61440.0,14.998314400000002,53531.0,1957.0,5936.0,10578.0,0.0,40871.0,0.0,0.0,0.0,0
12:07:39,21.699535655058046,0.07019021548396154,30.0,0,0.0,862.0,862.0,6,10.0,61440.0,11.3561424,42741.0,0.0,0.0,11606.0,0.0,32414.0,0.0,0.0,0.0,0
12:07:40,20.470605345911864,0.0,0.0,0,0.0,0.0,0.0,2,0.0,0.0,13.735439199999998,0.0,1957.0,5936.0,14130.0,0.0,37178.0,0.0,0.0,0.0,0
12:07:41,20.122123981501854,0.01696480744943545,18.0,0,0.0,862.0,862.0,6,10.0,61440.0,15.370725599999998,106102.0,1957.0,5936.0,14952.0,0.0,40555.0,0.0,0.0,0.0,0
12:07:42,17.122046235261333,0.03991551216591548,24.0,0,0.0,10373.0,10378.0,7,10.0,61440.0,16.33384,60127.0,1957.0,5935.0,15301.0,0.0,42795.0,0.0,0.0,0.0,0
12:07:43,17.375301777397574,0.0,0.0,0,0.0,10386.0,10373.0,8,10.0,61440.0,18.8044424,0.0,1957.0,5935.0,16236.0,0.0,49705.0,0.0,0.0,0.0,0
12:07:44,15.934840731070466,0.0,0.0,0,0.0,862.0,862.0,5,10.0,61440.0,18.2804,133976.0,1958.0,5935.0,12328.0,0.0,47863.0,0.0,0.0,0.0,0
12:07:45,15.665108518486797,0.04955120763371747,35.0,0,0.0,0.0,0.0,7,0.0,0.0,0.0,70634.0,1958.0,5935.0,16817.0,0.0,50882.0,0.0,0.0,0.0,0
12:07:46,17.132952336448632,0.021555706103344216,14.0,0,0.0,862.0,862.0,7,10.0,61440.0,36.8061864,64948.0,1958.0,5934.0,16407.0,0.0,46992.0,0.0,0.0,0.0,0
12:07:47,18.952084116050976,0.03525358544988382,22.0,0,0.0,862.0,862.0,8,10.0,61440.0,0.0,62405.0,1957.0,5935.0,15208.0,0.0,45299.0,0.0,0.0,0.0,0
12:07:48,17.9676786065735,0.028561001539120636,18.0,0,0.0,862.0,862.0,5,10.0,61440.0,0.0,63023.0,1955.0,5938.0,15285.0,0.0,44895.0,0.0,0.0,0.0,0
12:07:49,19.658515083679806,0.03814991098354104,21.0,0,0.0,862.0,862.0,7,10.0,61440.0,50.177214400000004,55046.0,1951.0,5941.0,10716.0,0.0,40957.0,0.0,0.0,0.0,0
12:07:50,20.917557834486054,0.04817204301075269,28.0,0,0.0,862.0,10378.0,5,10.0,61440.0,16.2215928,58125.0,1952.0,5941.0,14384.0,0.0,41485.0,0.0,0.0,0.0,0
12:07:51,24.172938236801645,0.06727513286838742,30.0,0,0.0,0.0,0.0,8,0.0,0.0,12.3762648,44593.0,1952.0,5940.0,13125.0,0.0,34142.0,0.0,0.0,0.0,0
12:07:52,28.95806075139884,0.0615202893914413,25.0,0,0.0,862.0,862.0,8,10.0,61440.0,11.7618864,40637.0,1952.0,5941.0,11712.0,0.0,28502.0,0.0,0.0,0.0,0
12:07:53,37.04455133387221,0.06412517233640065,20.0,0,0.0,10380.0,862.0,7,10.0,61440.0,9.7365248,31189.0,1952.0,5941.0,9306.0,0.0,21365.0,0.0,0.0,0.0,0
12:07:54,33.95607025670711,0.0716385464785949,29.0,0,0.0,862.0,862.0,6,10.0,61440.0,10.230728,40481.0,0.0,0.0,8001.0,0.0,23966.0,0.0,0.0,0.0,0
12:07:55,27.007586993725017,0.0592620317519728,19.0,0,0.0,0.0,0.0,7,0.0,0.0,8.323322399999999,32061.0,1952.0,5940.0,11389.0,0.0,0.0,0.0,0.0,0.0,0
12:07:56,30.953696938948127,0.08387000149767859,28.0,0,0.0,862.0,10378.0,3,10.0,61440.0,9.879315199999999,33385.0,1952.0,5940.0,10875.0,0.0,31817.0,0.0,0.0,0.0,0
12:07:57,39.92509002000443,0.08682910945894612,32.0,0,0.0,10382.0,10373.0,7,10.0,61440.0,9.8849184,36854.0,1952.0,5940.0,10276.0,0.0,26361.0,0.0,0.0,0.0,0
12:07:58,24.39679691583896,0.0,0.0,0,0.0,862.0,10373.0,8,10.0,61952.0,10.013759199999999,0.0,1950.0,5943.0,8087.0,0.0,22834.0,0.0,0.0,0.0,0
12:07:59,29.250606251973508,0.02130152305889871,16.0,0,0.0,0.0,0.0,6,0.0,0.0,10.9274416,75112.0,1948.0,5944.0,11440.0,0.0,31568.0,0.0,0.0,0.0,0
