time,RTT_ms_mean,packet_loss_rate_pct,retrans_segs_per_sec,conn_fail_rate_server,listen_drops_per_sec,Recv-Q_Bytes_max,Send-Q_Bytes_max,run_queue_len_cpu0,cwnd_min,ssthresh_min,nic_usage_pct,total_packets_per_sec,used_MB,available_MB,total_mem_events_per_sec,cpu_throttle_per_sec,softirq_net_rx_per_sec,softirq_net_tx_per_sec,iostat_r_await,iostat_aqu_sz,Label
12:37:12,0.0,0.0,0.0,0,0.0,0.0,0.0,16,0.0,0.0,0.0,0.0,1741.0,6151.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12:37:13,0.0,100.0,37.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,37.0,1899.0,5994.0,6784.0,0.0,1.0,0.0,0.0,0.0,0
12:37:14,0.0,100.0,37.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,37.0,1914.0,5978.0,6503.0,0.0,0.0,0.0,0.0,0.0,0
12:37:15,0.0,100.0,37.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,37.0,1977.0,5916.0,1702.0,0.0,1.0,0.0,0.0,0.0,0
12:37:16,0.0,100.0,37.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,37.0,1967.0,5925.0,6193.0,0.0,0.0,0.0,0.0,0.0,0
12:37:17,3.5101839673686963,0.29346446700507617,37.0,0,0.0,862.0,862.0,1,10.0,61440.0,9.5576032,12608.0,1978.0,5914.0,9872.0,0.0,8831.0,0.0,0.0,0.0,0
12:37:18,3.5582930790228358,0.02399107791264654,37.0,0,0.0,862.0,862.0,4,10.0,61440.0,33.5171336,154224.0,1974.0,5919.0,35504.0,0.0,104131.0,0.0,0.0,0.0,0
12:37:19,3.496284059945506,0.0,0.0,0,0.0,862.0,862.0,7,10.0,61440.0,34.5547376,0.0,1969.0,5923.0,35403.0,0.0,105895.0,0.0,0.0,0.0,0
12:37:20,3.4249252685660787,0.015357412649527242,37.0,0,0.0,862.0,862.0,7,10.0,61440.0,31.8226024,240926.0,1965.0,5928.0,34217.0,0.0,101116.0,0.0,0.0,0.0,0
12:37:21,3.3301239669421214,0.02937697004343028,37.0,0,0.0,862.0,862.0,4,10.0,61440.0,34.449384,125949.0,1964.0,5928.0,35678.0,0.0,105963.0,0.0,0.0,0.0,0
12:37:22,3.3193061461151947,0.028939711541469824,37.0,0,0.0,0.0,0.0,8,0.0,0.0,35.0544128,127852.0,1965.0,5928.0,37127.0,0.0,110923.0,0.0,0.0,0.0,0
12:37:23,3.3487825148055106,0.029375104202227744,37.0,0,0.0,862.0,862.0,8,10.0,61440.0,34.448979200000004,125957.0,1961.0,5931.0,35911.0,0.0,107471.0,0.0,0.0,0.0,0
12:37:24,3.4756582453536518,0.028475995505410436,37.0,0,0.0,862.0,862.0,6,10.0,61440.0,34.165830400000004,129934.0,1957.0,5936.0,36168.0,0.0,107823.0,0.0,0.0,0.0,0
12:37:25,3.8067820864536355,0.026302492507250492,38.0,0,0.0,862.0,862.0,5,10.0,61440.0,0.0,144473.0,1957.0,5936.0,29649.0,0.0,101412.0,0.0,0.0,0.0,0
12:37:26,3.5332749845243616,0.02784257656708556,37.0,0,0.0,862.0,862.0,6,10.0,61440.0,63.0759096,132890.0,1959.0,5934.0,31518.0,0.0,96329.0,0.0,0.0,0.0,0
12:37:27,3.686994614003577,0.025104713079555516,38.0,0,0.0,862.0,862.0,4,10.0,61440.0,32.814052,151366.0,1958.0,5935.0,34766.0,0.0,102661.0,0.0,0.0,0.0,0
12:37:28,3.3208490962589523,0.03049294248870557,38.0,0,0.0,862.0,10373.0,6,10.0,61440.0,34.4604792,124619.0,1959.0,5934.0,35590.0,0.0,106618.0,0.0,0.0,0.0,0
12:37:29,3.785159696097953,0.0,0.0,0,0.0,0.0,0.0,7,0.0,0.0,30.919359200000002,0.0,1950.0,5942.0,0.0,0.0,95381.0,0.0,0.0,0.0,0
12:37:30,3.4608900488297865,0.01568667353488589,37.0,0,0.0,10376.0,862.0,6,10.0,61440.0,32.4144752,235869.0,1949.0,5944.0,67561.0,0.0,99317.0,0.0,0.0,0.0,0
12:37:31,3.583440002797879,0.03215545860636504,37.0,0,0.0,862.0,862.0,6,10.0,61440.0,33.2808632,115066.0,1950.0,5943.0,33460.0,0.0,105890.0,0.0,0.0,0.0,0
12:37:32,3.4180813354171518,0.03070335579380622,37.0,0,0.0,10375.0,10375.0,6,10.0,61440.0,32.8273544,120508.0,1951.0,5941.0,31175.0,0.0,101662.0,0.0,0.0,0.0,0
12:37:33,3.1410277649946576,0.028842705913534248,37.0,0,0.0,862.0,862.0,3,10.0,61440.0,0.0,128282.0,1950.0,5943.0,35591.0,0.0,111498.0,0.0,0.0,0.0,0
12:37:34,3.7095354532032303,0.029363914130391654,37.0,0,0.0,862.0,862.0,6,10.0,61440.0,68.6599168,126005.0,1952.0,5941.0,35710.0,0.0,105748.0,0.0,0.0,0.0,0
